"APDB_idx","AID","Molecule_CID","SID","Activity_Outcome","Target_GI","Target_GeneID","Target_Symbol","UniProtKB","Activity_Value_uM","Activity_Name","Assay_Name","Assay_Type","PubMed_ID"
"B.2744",1259243,8441,144209466,"Active",124375976,367,"AR","P10275",12.3586,"Potency","qHTS assay to identify small molecule antagonists of the androgen receptor (AR) signaling pathway using the MDA cell line in the presence of 0.5 nM R1881","Confirmatory",NA
"B.2745",1259244,8441,144209466,"Active",348019627,2099,"ESR1","G4XH65",6.194,"Potency","qHTS assay to identify small molecule antagonists of the estrogen receptor alpha (ER-alpha) signaling pathway using the BG1 cell line in the presence of 0.1 nM 17-beta-estradiol","Confirmatory",NA
"B.2746",1259369,8441,144209466,"Active",109731339,2737,"GLI3","P10071",0.9817,"Potency","qHTS assay to identify small molecule antagonists of the sonic hedgehog signaling (Shh) pathway","Confirmatory",NA
"B.2747",1346795,8441,144209466,"Active",82393684,5241,"PGR","P06401",5.5204,"Potency","qHTS assay to identify small molecule antagonists of the progesterone receptor (PR) signaling pathway","Confirmatory",NA
"B.2748",1346978,8441,144209466,"Active",16516817,836,"CASP3","P42574",9.8168,"Potency","Caspase-3/7 induction in HepG2 cells by small molecules, qHTS assay","Confirmatory",NA
"B.2749",1346978,8441,144209466,"Active",30582205,840,"CASP7","P55210",9.8168,"Potency","Caspase-3/7 induction in HepG2 cells by small molecules, qHTS assay","Confirmatory",NA
"B.2750",1346982,8441,144209466,"Active",325495557,8856,"NR1I2","O75469",2.1977,"Potency","Human pregnane X receptor (PXR) small molecule agonists, qHTS assay","Confirmatory",NA
"B.2751",1671197,8441,144209466,"Active",55140668,1557,"CYP2C19","P33261",18.0769,"Potency","Cytochrome P450 Family 2 Subfamily C Member 19 (CYP2C19) small molecule antagonists: luciferase reporter qHTS assay","Confirmatory",NA
"B.2752",1671198,8441,144209466,"Active",527178914,1559,"CYP2C9","P11712",40.4691,"Potency","Cytochrome P450 Family 2 Subfamily C Member 9 (CYP2C9) small molecule antagonists: luciferase reporter qHTS assay","Confirmatory",NA
"B.2753",1671199,8441,144209466,"Active",119619719,1544,"CYP1A2","P05177",25.5343,"Potency","Cytochrome P450 Family 1 Subfamily A Member 2 (CYP1A2) small molecule antagonists: luciferase reporter qHTS assay","Confirmatory",NA
"B.2754",1671199,8441,144210459,"Active",119619719,1544,"CYP1A2","P05177",10.0262,"Potency","Cytochrome P450 Family 1 Subfamily A Member 2 (CYP1A2) small molecule antagonists: luciferase reporter qHTS assay","Confirmatory",NA
"B.2755",1159527,31374,144213104,"Active",325495497,6256,"RXRA","Q6P3U7",4.8972,"Potency","qHTS assay to identify small molecule agonists of the RXR signaling pathway","Confirmatory",NA
"B.2756",1159531,31374,144213104,"Active",325495497,6256,"RXRA","Q6P3U7",17.376,"Potency","qHTS assay to identify small molecule agonists of the RXR signaling pathway: Summary","Summary",NA
"B.2757",1259369,7792,144211278,"Active",109731339,2737,"GLI3","P10071",61.1306,"Potency","qHTS assay to identify small molecule antagonists of the sonic hedgehog signaling (Shh) pathway","Confirmatory",NA
"B.2758",1259392,7792,144211278,"Active",109731339,2737,"GLI3","P10071",28.924,"Potency","qHTS assay to identify small molecule antagonists of the sonic hedgehog signaling (Shh) pathway: Summary","Summary",NA
"B.2759",1671197,8559,144208860,"Active",55140668,1557,"CYP2C19","P33261",8.0942,"Potency","Cytochrome P450 Family 2 Subfamily C Member 19 (CYP2C19) small molecule antagonists: luciferase reporter qHTS assay","Confirmatory",NA
"B.2760",1671197,8559,144213692,"Active",55140668,1557,"CYP2C19","P33261",8.9358,"Potency","Cytochrome P450 Family 2 Subfamily C Member 19 (CYP2C19) small molecule antagonists: luciferase reporter qHTS assay","Confirmatory",NA
"B.2761",1671198,8559,144208860,"Active",527178914,1559,"CYP2C9","P11712",32.2235,"Potency","Cytochrome P450 Family 2 Subfamily C Member 9 (CYP2C9) small molecule antagonists: luciferase reporter qHTS assay","Confirmatory",NA
"B.2762",1671198,8559,144213692,"Active",527178914,1559,"CYP2C9","P11712",35.5742,"Potency","Cytochrome P450 Family 2 Subfamily C Member 9 (CYP2C9) small molecule antagonists: luciferase reporter qHTS assay","Confirmatory",NA
"B.2763",1671199,8559,144208860,"Active",119619719,1544,"CYP1A2","P05177",2.0332,"Potency","Cytochrome P450 Family 1 Subfamily A Member 2 (CYP1A2) small molecule antagonists: luciferase reporter qHTS assay","Confirmatory",NA
"B.2764",1671199,8559,144213692,"Active",119619719,1544,"CYP1A2","P05177",3.1706,"Potency","Cytochrome P450 Family 1 Subfamily A Member 2 (CYP1A2) small molecule antagonists: luciferase reporter qHTS assay","Confirmatory",NA
"B.2765",1346982,66666,144213109,"Active",325495557,8856,"NR1I2","O75469",109.002,"Potency","Human pregnane X receptor (PXR) small molecule agonists, qHTS assay","Confirmatory",NA
"B.2766",1671196,66666,144213109,"Active",1047837853,1565,"CYP2D6","C1ID52",79.4328,"Potency","Cytochrome P450 Family 2 Subfamily D Member 6 (CYP2D6) small molecule antagonists: luciferase reporter qHTS assay","Confirmatory",NA
"B.2767",1671197,7835,144207474,"Active",55140668,1557,"CYP2C19","P33261",24.3038,"Potency","Cytochrome P450 Family 2 Subfamily C Member 19 (CYP2C19) small molecule antagonists: luciferase reporter qHTS assay","Confirmatory",NA
"B.2768",769911,6049,103224342,"Active",112927,351,"APP","A0A140VJC8",28.4,"IC50","Inhibition of amyloid beta aggregation (unknown origin) after 4 hrs by thioflavin S assay in absence of Zn2+","Confirmatory",23905680
"B.2769",769915,6049,103224342,"Active",112927,351,"APP","A0A140VJC8",7.7,"IC50","Inhibition of amyloid beta aggregation (unknown origin) after 4 hrs by thioflavin S assay in presence of Zn2+","Confirmatory",23905680
"B.2770",1224838,6049,144209934,"Active",66775687,9970,"NR1I3","Q14994",1.9394,"Potency","qHTS assay to identify small molecule antagonists of the constitutive androstane receptor (CAR) signaling pathway","Confirmatory",NA
"B.2771",1224841,6049,144209934,"Active",325495545,2101,"ESRRA","P11474",0.1939,"Potency","qHTS assay to identify small molecule antagonists of the estrogen related receptor signaling pathway with the pleiotropic PPARgamma coactivator (PGC) from Tox21 10K library","Confirmatory",NA
"B.2772",1259381,6049,144209934,"Active",124375976,367,"AR","P10275",0.7721,"Potency","qHTS assay to identify small molecule agonists of the androgen receptor (AR) signaling pathway in the presence of an antagonist","Confirmatory",NA
"B.2773",1346784,6049,144209934,"Active",82393684,5241,"PGR","P06401",0.0097,"Potency","qHTS assay to identify small molecule agonists of the progesterone receptor (PR) signaling pathway","Confirmatory",NA
"B.2774",1350116,6049,103224342,"Active",113045,1636,"ACE","B4DKH4",14,"IC50","Inhibition of ACE (unknown origin) using hippuryl-L-histidyl-L-leucine as substrate preincubated with substrate for 30 mins followed by enzyme addition measured after 30 mins by LC/MS analysis","Confirmatory",29405714
"B.2775",1671197,6049,144209934,"Active",55140668,1557,"CYP2C19","P33261",1.4215,"Potency","Cytochrome P450 Family 2 Subfamily C Member 19 (CYP2C19) small molecule antagonists: luciferase reporter qHTS assay","Confirmatory",NA
"B.2776",1671199,6049,144209934,"Active",119619719,1544,"CYP1A2","P05177",2.253,"Potency","Cytochrome P450 Family 1 Subfamily A Member 2 (CYP1A2) small molecule antagonists: luciferase reporter qHTS assay","Confirmatory",NA
"B.2777",1159527,7361,144213410,"Active",325495497,6256,"RXRA","Q6P3U7",5.4948,"Potency","qHTS assay to identify small molecule agonists of the RXR signaling pathway","Confirmatory",NA
"B.2778",1159531,7361,144213410,"Active",325495497,6256,"RXRA","Q6P3U7",11.6131,"Potency","qHTS assay to identify small molecule agonists of the RXR signaling pathway: Summary","Summary",NA
"B.2779",1671198,7361,144213410,"Active",527178914,1559,"CYP2C9","P11712",44.7853,"Potency","Cytochrome P450 Family 2 Subfamily C Member 9 (CYP2C9) small molecule antagonists: luciferase reporter qHTS assay","Confirmatory",NA
"B.2780",496913,16402,103263582,"Active",115449,759,"CA1","P00915",12.6,"Ki","Inhibition of human carbonic anhydrase 1 by stopped flow CO2 hydration method","Confirmatory",20590092
"B.2781",496914,16402,103263582,"Active",115456,760,"CA2","P00918",34.4,"Ki","Inhibition of human carbonic anhydrase 2 by stopped flow CO2 hydration method","Confirmatory",20590092
"B.2782",496915,16402,103263582,"Active",134047703,761,"CA3","P07451",0.6,"Ki","Inhibition of human carbonic anhydrase 3 by stopped flow CO2 hydration method","Confirmatory",20590092
"B.2783",496916,16402,103263582,"Active",115465,762,"CA4","P22748",0.45,"Ki","Inhibition of human carbonic anhydrase 4 by stopped flow CO2 hydration method","Confirmatory",20590092
"B.2784",496917,16402,103263582,"Active",461680,763,"CA5A","P35218",0.61,"Ki","Inhibition of human carbonic anhydrase 5A by stopped flow CO2 hydration method","Confirmatory",20590092
"B.2785",496918,16402,103263582,"Active",8928041,11238,"CA5B","A0A024RBW9",0.58,"Ki","Inhibition of human carbonic anhydrase 5B by stopped flow CO2 hydration method","Confirmatory",20590092
"B.2786",496919,16402,103263582,"Active",116241278,765,"CA6","B4DUH8",0.72,"Ki","Inhibition of human carbonic anhydrase 6 by stopped flow CO2 hydration method","Confirmatory",20590092
"B.2787",496920,16402,103263582,"Active",1168744,766,"CA7","P43166",0.44,"Ki","Inhibition of human carbonic anhydrase 7 by stopped flow CO2 hydration method","Confirmatory",20590092
"B.2788",496921,16402,103263582,"Active",83300925,768,"CA9","A0A0S2Z3D0",0.41,"Ki","Inhibition of human carbonic anhydrase 9 by stopped flow CO2 hydration method","Confirmatory",20590092
"B.2789",496922,16402,103263582,"Active",5915866,771,"CA12","O43570",0.37,"Ki","Inhibition of human carbonic anhydrase 12 by stopped flow CO2 hydration method","Confirmatory",20590092
"B.2790",496924,16402,103263582,"Active",8928036,23632,"CA14","A8K3J4",0.64,"Ki","Inhibition of human carbonic anhydrase 14 by stopped flow CO2 hydration method","Confirmatory",20590092
"B.2791",1671196,16402,144209286,"Active",1047837853,1565,"CYP2D6","C1ID52",31.9903,"Potency","Cytochrome P450 Family 2 Subfamily D Member 6 (CYP2D6) small molecule antagonists: luciferase reporter qHTS assay","Confirmatory",NA
"B.2792",1671196,16402,144213440,"Active",1047837853,1565,"CYP2D6","C1ID52",35.5742,"Potency","Cytochrome P450 Family 2 Subfamily D Member 6 (CYP2D6) small molecule antagonists: luciferase reporter qHTS assay","Confirmatory",NA
"B.2793",652010,3608,47194291,"Active",5016090,190,"NR0B1","F1D8P4",NA,NA,"Luminescence-based cell-based primary high throughput screening assay for inhibitors of the orphan nuclear receptor subfamily 0, group B, member 1 (DAX1; NR0B1): repression of SF-1 (NR5A1) activated StAR promoter by full-length DAX-1","Screening",NA
"B.2794",1259364,7819,144207382,"Active",1013403374,9734,"HDAC9","Q9UKV0",19.1937,"Potency","qHTS assay to identify small molecule HDAC inhibitors","Confirmatory",NA
"B.2795",1346982,7819,144207382,"Active",325495557,8856,"NR1I2","O75469",48.2123,"Potency","Human pregnane X receptor (PXR) small molecule agonists, qHTS assay","Confirmatory",NA
"B.2796",1671197,6561,144207222,"Active",55140668,1557,"CYP2C19","P33261",81.3981,"Potency","Cytochrome P450 Family 2 Subfamily C Member 19 (CYP2C19) small molecule antagonists: luciferase reporter qHTS assay","Confirmatory",NA
"B.2797",884,4004,17389839,"Active",13435386,1576,"CYP3A4","P08684",1,"Potency","qHTS Assay for Inhibitors and Substrates of Cytochrome P450 3A4","Confirmatory",NA
"B.2798",504847,4004,50105655,"Active",63054845,7421,"VDR","F1D8P8",28.1838,"Potency","Inhibitors of the vitamin D receptor (VDR): qHTS","Confirmatory",NA
"B.2799",651741,4004,26753130,"Active",20149576,4780,"NFE2L2","Q16236",48.5577,"Potency","qHTS assay for small molecule agonists of the antioxidant response element (ARE) signaling pathway","Confirmatory",NA
"B.2800",651741,4004,26753131,"Active",20149576,4780,"NFE2L2","Q16236",48.5577,"Potency","qHTS assay for small molecule agonists of the antioxidant response element (ARE) signaling pathway","Confirmatory",NA
"B.2801",686978,4004,144214009,"Active",79154014,55775,"TDP1","A0A024R6L5",4.3277,"Potency","qHTS for Inhibitors of human tyrosyl-DNA phosphodiesterase 1 (TDP1): qHTS in cells in absence of CPT","Confirmatory",NA
"B.2802",686979,4004,144214009,"Active",79154014,55775,"TDP1","A0A024R6L5",0.0217,"Potency","qHTS for Inhibitors of human tyrosyl-DNA phosphodiesterase 1 (TDP1): qHTS in cells in presence of CPT","Confirmatory",NA
"B.2803",743085,4004,144214009,"Active",51095037,196,"AHR","A0A024R9Z8",30.6379,"Potency","qHTS assay to identify small molecule that activate the aryl hydrocarbon receptor (AhR) signaling pathway","Confirmatory",NA
"B.2804",743122,4004,144214009,"Active",51095037,196,"AHR","A0A024R9Z8",32.9237,"Potency","qHTS assay to identify small molecule that activate the aryl hydrocarbon receptor (AhR) signaling pathway: Summary","Summary",NA
"B.2805",743202,4004,144214009,"Active",20149576,4780,"NFE2L2","Q16236",6.859,"Potency","qHTS assay for small molecule agonists of the antioxidant response element (ARE) signaling pathway","Confirmatory",NA
"B.2806",743219,4004,144214009,"Active",20149576,4780,"NFE2L2","Q16236",29.7665,"Potency","qHTS assay for small molecule agonists of the antioxidant response element (ARE) signaling pathway: Summary","Summary",NA
"B.2807",1159552,4004,144214009,"Active",325495463,5914,"RARA","P10276",48.5577,"Potency","qHTS assay to identify small molecule antagonists of the retinoic acid receptor (RAR) signaling pathway","Confirmatory",NA
"B.2808",1224821,4004,144214009,"Active",325495545,2101,"ESRRA","P11474",34.3762,"Potency","qHTS assay to identify small molecule antagonists of the estrogen related receptor signaling pathway with the pleiotropic PPARgamma coactivator (PGC)","Confirmatory",NA
"B.2809",1224839,4004,144214009,"Active",66775687,9970,"NR1I3","Q14994",21.6899,"Potency","qHTS assay to identify small molecule agonists of the constitutive androstane receptor (CAR) signaling pathway","Confirmatory",NA
"B.2810",1224839,4004,170465311,"Active",66775687,9970,"NR1I3","Q14994",26.6032,"Potency","qHTS assay to identify small molecule agonists of the constitutive androstane receptor (CAR) signaling pathway","Confirmatory",NA
"B.2811",1224841,4004,144214009,"Active",325495545,2101,"ESRRA","P11474",61.1306,"Potency","qHTS assay to identify small molecule antagonists of the estrogen related receptor signaling pathway with the pleiotropic PPARgamma coactivator (PGC) from Tox21 10K library","Confirmatory",NA
"B.2812",1224892,4004,144214009,"Active",66775687,9970,"NR1I3","Q14994",NA,NA,"qHTS assay to identify small molecule agonists of the constitutive androstane receptor (CAR) signaling pathway: Summary","Summary",NA
"B.2813",1224892,4004,170465311,"Active",66775687,9970,"NR1I3","Q14994",NA,NA,"qHTS assay to identify small molecule agonists of the constitutive androstane receptor (CAR) signaling pathway: Summary","Summary",NA
"B.2814",1259381,4004,144214009,"Active",124375976,367,"AR","P10275",27.306,"Potency","qHTS assay to identify small molecule agonists of the androgen receptor (AR) signaling pathway in the presence of an antagonist","Confirmatory",NA
"B.2815",1346784,4004,144214009,"Active",82393684,5241,"PGR","P06401",1.3685,"Potency","qHTS assay to identify small molecule agonists of the progesterone receptor (PR) signaling pathway","Confirmatory",NA
"B.2816",1346982,4004,144214009,"Active",325495557,8856,"NR1I2","O75469",12.1972,"Potency","Human pregnane X receptor (PXR) small molecule agonists, qHTS assay","Confirmatory",NA
"B.2817",1347395,4004,144214009,"Active",177975,43,"ACHE","P22303",39.9149,"Potency","Acetylcholinesterase (AChE) small molecule antagonists: colormetric cell-based qHTS assay","Confirmatory",NA
"B.2818",1645840,4004,144214009,"Active",1047837853,1565,"CYP2D6","C1ID52",28.2576,"Potency","Cytochrome P450 family 2 subfamily D member 6 (CYP2D6) small molecule antagonists: luciferase cell-based qHTS assay","Confirmatory",NA
"B.2819",1645841,4004,144214009,"Active",115371803,1576,"CYP3A4","P08684",6.3261,"Potency","Cytochrome P450 family 3 subfamily A member 4 (CYP3A4) small molecule antagonists: luciferase cell-based qHTS assay","Confirmatory",NA
"B.2820",1645841,4004,170465311,"Active",115371803,1576,"CYP3A4","P08684",8.709,"Potency","Cytochrome P450 family 3 subfamily A member 4 (CYP3A4) small molecule antagonists: luciferase cell-based qHTS assay","Confirmatory",NA
"B.2821",1645842,4004,144214009,"Active",1871774576,1559,"CYP2C9","P11712",0.6326,"Potency","Cytochrome P450 family 2 subfamily C member 9 (CYP2C9) small molecule antagonists: luciferase cell-based qHTS assay","Confirmatory",NA
"B.2822",1645842,4004,170465311,"Active",1871774576,1559,"CYP2C9","P11712",1.7377,"Potency","Cytochrome P450 family 2 subfamily C member 9 (CYP2C9) small molecule antagonists: luciferase cell-based qHTS assay","Confirmatory",NA
"B.2823",1645851,4004,144214009,"Active",50400597,9807,"IP6K1","Q92551",NA,NA,"Primary qHTS assay for small molecule inhibitors of Inositol hexaphosphate kinase 1 (IP6K1)","Confirmatory",NA
"B.2824",1645852,4004,144214009,"Active",50400597,9807,"IP6K1","Q92551",17.7828,"Potency","Confirmatory qHTS assay for small molecule inhibitors of Inositol hexaphosphate kinase 1 (IP6K1)","Confirmatory",NA
"B.2825",1645870,4004,144214009,"Active",74761281,28989,"NTMT1","A0A024R8E4",31.6228,"Potency","Primary qHTS for Inhibitors of N-terminal methyltransferase 1 (NTMT1): MTaseGlo Assay","Confirmatory",NA
"B.2826",1671197,4004,144214009,"Active",55140668,1557,"CYP2C19","P33261",0.1783,"Potency","Cytochrome P450 Family 2 Subfamily C Member 19 (CYP2C19) small molecule antagonists: luciferase reporter qHTS assay","Confirmatory",NA
"B.2827",1671197,4004,170465311,"Active",55140668,1557,"CYP2C19","P33261",0.4365,"Potency","Cytochrome P450 Family 2 Subfamily C Member 19 (CYP2C19) small molecule antagonists: luciferase reporter qHTS assay","Confirmatory",NA
"B.2828",1671198,4004,144214009,"Active",527178914,1559,"CYP2C9","P11712",0.5638,"Potency","Cytochrome P450 Family 2 Subfamily C Member 9 (CYP2C9) small molecule antagonists: luciferase reporter qHTS assay","Confirmatory",NA
"B.2829",1671198,4004,170465311,"Active",527178914,1559,"CYP2C9","P11712",1.3803,"Potency","Cytochrome P450 Family 2 Subfamily C Member 9 (CYP2C9) small molecule antagonists: luciferase reporter qHTS assay","Confirmatory",NA
"B.2830",1671199,4004,144214009,"Active",119619719,1544,"CYP1A2","P05177",1.589,"Potency","Cytochrome P450 Family 1 Subfamily A Member 2 (CYP1A2) small molecule antagonists: luciferase reporter qHTS assay","Confirmatory",NA
"B.2831",1671199,4004,170465311,"Active",119619719,1544,"CYP1A2","P05177",1.6196,"Potency","Cytochrome P450 Family 1 Subfamily A Member 2 (CYP1A2) small molecule antagonists: luciferase reporter qHTS assay","Confirmatory",NA
"B.2832",1671201,4004,144214009,"Active",115371803,1576,"CYP3A4","P08684",0.3171,"Potency","Cytochrome P450 Family 3 Subfamily A Member 4 (CYP3A4) small molecule antagonists: luciferase reporter qHTS assay","Confirmatory",NA
"B.2833",1671201,4004,170465311,"Active",115371803,1576,"CYP3A4","P08684",0.8709,"Potency","Cytochrome P450 Family 3 Subfamily A Member 4 (CYP3A4) small molecule antagonists: luciferase reporter qHTS assay","Confirmatory",NA
"B.2834",588526,8139,26757512,"Active",325495553,9971,"NR1H4","F1DAL1",19.9526,"Potency","qHTS assay for small molecule antagonists of farnesoid X receptor signaling","Confirmatory",NA
"B.2835",651741,8139,26757512,"Active",20149576,4780,"NFE2L2","Q16236",24.3365,"Potency","qHTS assay for small molecule agonists of the antioxidant response element (ARE) signaling pathway","Confirmatory",NA
"B.2836",743202,8034,144213223,"Active",20149576,4780,"NFE2L2","Q16236",61.1306,"Potency","qHTS assay for small molecule agonists of the antioxidant response element (ARE) signaling pathway","Confirmatory",NA
"B.2837",1346891,8034,144213223,"Active",119612329,7201,"TRHR","P34981",17.3768,"Potency","qHTS assay to identify small molecule agonists of the thyrotropin-releasing hormone receptor (TRHR) signaling pathway","Confirmatory",NA
"B.2838",1347030,8034,144213223,"Active",464921,7201,"TRHR","P34981",NA,NA,"Thyrotropin-releasing hormone receptor (TRHR) small molecule agonists: Summary","Summary",NA
"B.2839",743228,31253,144210669,"Active",4504517,3315,"HSPB1","P04792",23.1684,"Potency","qHTS assay for small molecule activators of the heat shock response signaling pathway: Summary","Summary",NA
"B.2840",1224838,31253,144210669,"Active",66775687,9970,"NR1I3","Q14994",61.1306,"Potency","qHTS assay to identify small molecule antagonists of the constitutive androstane receptor (CAR) signaling pathway","Confirmatory",NA
"B.2841",894,4284,26747323,"Active",31542939,3248,"HPGD","P15428",25.1189,"Potency","qHTS Assay for Inhibitors of HPGD (15-Hydroxyprostaglandin Dehydrogenase)","Confirmatory",NA
"B.2842",743075,4284,144204654,"Active",348019627,2099,"ESR1","G4XH65",21.3138,"Potency","qHTS assay to identify small molecule agonists of the estrogen receptor alpha (ER-alpha) signaling pathway","Confirmatory",NA
"B.2843",743077,4284,144204654,"Active",348019627,2099,"ESR1","G4XH65",25.797,"Potency","qHTS assay to identify small molecule agonists of the estrogen receptor alpha (ER-alpha) signaling pathway: Summary","Summary",NA
"B.2844",743079,4284,144204654,"Active",348019627,2099,"ESR1","G4XH65",2.6603,"Potency","qHTS assay to identify small molecule agonists of the estrogen receptor alpha (ER-alpha) signaling pathway using the BG1 cell line","Confirmatory",NA
"B.2845",743085,4284,144209178,"Active",51095037,196,"AHR","A0A024R9Z8",60.5094,"Potency","qHTS assay to identify small molecule that activate the aryl hydrocarbon receptor (AhR) signaling pathway","Confirmatory",NA
"B.2846",1671197,4284,144211234,"Active",55140668,1557,"CYP2C19","P33261",70.9799,"Potency","Cytochrome P450 Family 2 Subfamily C Member 19 (CYP2C19) small molecule antagonists: luciferase reporter qHTS assay","Confirmatory",NA
"B.2847",1671199,4284,144211234,"Active",119619719,1544,"CYP1A2","P05177",39.9149,"Potency","Cytochrome P450 Family 1 Subfamily A Member 2 (CYP1A2) small molecule antagonists: luciferase reporter qHTS assay","Confirmatory",NA
"B.2848",241334,7005,103351703,"Active",1476413392,1544,"CYP1A2","P05177",3.2,"IC50","Inhibitory concentration against recombinant human cytochrome P450 1A2","Confirmatory",15916432
"B.2849",743085,7005,144209318,"Active",51095037,196,"AHR","A0A024R9Z8",15.7622,"Potency","qHTS assay to identify small molecule that activate the aryl hydrocarbon receptor (AhR) signaling pathway","Confirmatory",NA
"B.2850",743085,7005,144213085,"Active",51095037,196,"AHR","A0A024R9Z8",21.6899,"Potency","qHTS assay to identify small molecule that activate the aryl hydrocarbon receptor (AhR) signaling pathway","Confirmatory",NA
"B.2851",743122,7005,144209318,"Active",51095037,196,"AHR","A0A024R9Z8",22.2647,"Potency","qHTS assay to identify small molecule that activate the aryl hydrocarbon receptor (AhR) signaling pathway: Summary","Summary",NA
"B.2852",743122,7005,144213085,"Active",51095037,196,"AHR","A0A024R9Z8",17.2289,"Potency","qHTS assay to identify small molecule that activate the aryl hydrocarbon receptor (AhR) signaling pathway: Summary","Summary",NA
"B.2853",743202,7005,144209318,"Active",20149576,4780,"NFE2L2","Q16236",31.4497,"Potency","qHTS assay for small molecule agonists of the antioxidant response element (ARE) signaling pathway","Confirmatory",NA
"B.2854",743202,7005,144213085,"Active",20149576,4780,"NFE2L2","Q16236",30.6379,"Potency","qHTS assay for small molecule agonists of the antioxidant response element (ARE) signaling pathway","Confirmatory",NA
"B.2855",743219,7005,144209318,"Active",20149576,4780,"NFE2L2","Q16236",41.9389,"Potency","qHTS assay for small molecule agonists of the antioxidant response element (ARE) signaling pathway: Summary","Summary",NA
"B.2856",743219,7005,144213085,"Active",20149576,4780,"NFE2L2","Q16236",44.9702,"Potency","qHTS assay for small molecule agonists of the antioxidant response element (ARE) signaling pathway: Summary","Summary",NA
"B.2857",1224839,7005,144209318,"Active",66775687,9970,"NR1I3","Q14994",62.7504,"Potency","qHTS assay to identify small molecule agonists of the constitutive androstane receptor (CAR) signaling pathway","Confirmatory",NA
"B.2858",1224839,7005,144213085,"Active",66775687,9970,"NR1I3","Q14994",61.1306,"Potency","qHTS assay to identify small molecule agonists of the constitutive androstane receptor (CAR) signaling pathway","Confirmatory",NA
"B.2859",1224892,7005,144209318,"Active",66775687,9970,"NR1I3","Q14994",NA,NA,"qHTS assay to identify small molecule agonists of the constitutive androstane receptor (CAR) signaling pathway: Summary","Summary",NA
"B.2860",1224892,7005,144213085,"Active",66775687,9970,"NR1I3","Q14994",NA,NA,"qHTS assay to identify small molecule agonists of the constitutive androstane receptor (CAR) signaling pathway: Summary","Summary",NA
"B.2861",1259243,7005,144213085,"Active",124375976,367,"AR","P10275",24.3365,"Potency","qHTS assay to identify small molecule antagonists of the androgen receptor (AR) signaling pathway using the MDA cell line in the presence of 0.5 nM R1881","Confirmatory",NA
"B.2862",1259247,7005,144209318,"Active",124375976,367,"AR","P10275",23.584,"Potency","qHTS assay to identify small molecule antagonists of the androgen receptor (AR) signaling pathway using the MDA cell line in the presence of 0.5 nM R1881: Summary","Summary",NA
"B.2863",1259247,7005,144213085,"Active",124375976,367,"AR","P10275",29.4844,"Potency","qHTS assay to identify small molecule antagonists of the androgen receptor (AR) signaling pathway using the MDA cell line in the presence of 0.5 nM R1881: Summary","Summary",NA
"B.2864",1259248,7005,144209318,"Active",348019627,2099,"ESR1","G4XH65",9.94527,"Potency","qHTS assay to identify small molecule antagonists of the estrogen receptor alpha (ER-alpha) signaling pathway using the BG1 cell line in the presence of 0.1 nM 17-beta-estradiol: Summary","Summary",NA
"B.2865",1259369,7005,144209318,"Active",109731339,2737,"GLI3","P10071",6.275,"Potency","qHTS assay to identify small molecule antagonists of the sonic hedgehog signaling (Shh) pathway","Confirmatory",NA
"B.2866",1259369,7005,144213085,"Active",109731339,2737,"GLI3","P10071",15.3553,"Potency","qHTS assay to identify small molecule antagonists of the sonic hedgehog signaling (Shh) pathway","Confirmatory",NA
"B.2867",1259392,7005,144209318,"Active",109731339,2737,"GLI3","P10071",9.94527,"Potency","qHTS assay to identify small molecule antagonists of the sonic hedgehog signaling (Shh) pathway: Summary","Summary",NA
"B.2868",1259392,7005,144213085,"Active",109731339,2737,"GLI3","P10071",15.956,"Potency","qHTS assay to identify small molecule antagonists of the sonic hedgehog signaling (Shh) pathway: Summary","Summary",NA
"B.2869",1259396,7005,144209318,"Active",54288833,2100,"ESR2","F1D8N3",NA,NA,"qHTS assay to identify small molecule antagonists of the estrogen receptor beta (ER-beta) signaling pathway: Summary","Summary",NA
"B.2870",1346795,7005,144209318,"Active",82393684,5241,"PGR","P06401",28.0296,"Potency","qHTS assay to identify small molecule antagonists of the progesterone receptor (PR) signaling pathway","Confirmatory",NA
"B.2871",1346795,7005,144213085,"Active",82393684,5241,"PGR","P06401",43.2771,"Potency","qHTS assay to identify small molecule antagonists of the progesterone receptor (PR) signaling pathway","Confirmatory",NA
"B.2872",1346982,7005,144213085,"Active",325495557,8856,"NR1I2","O75469",54.4827,"Potency","Human pregnane X receptor (PXR) small molecule agonists, qHTS assay","Confirmatory",NA
"B.2873",1347031,7005,144209318,"Active",82393684,5241,"PGR","P06401",NA,NA,"Progesterone receptor (PR) small molecule antagonists, qHTS assay: Summary","Summary",NA
"B.2874",1347031,7005,144213085,"Active",82393684,5241,"PGR","P06401",NA,NA,"Progesterone receptor (PR) small molecule antagonists, qHTS assay: Summary","Summary",NA
"B.2875",1671197,7005,144209318,"Active",55140668,1557,"CYP2C19","P33261",23.033,"Potency","Cytochrome P450 Family 2 Subfamily C Member 19 (CYP2C19) small molecule antagonists: luciferase reporter qHTS assay","Confirmatory",NA
"B.2876",1671197,7005,144213085,"Active",55140668,1557,"CYP2C19","P33261",39.9149,"Potency","Cytochrome P450 Family 2 Subfamily C Member 19 (CYP2C19) small molecule antagonists: luciferase reporter qHTS assay","Confirmatory",NA
